"","Company","SpecificBeanOrigin_BarName","REF","Review_Date","Cocoa_Percent","Company_Location","Rating","Bean_Type","Broad.Bean_Origin","bean_type_simplified"
"480","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,"70%","Japan",2.5,"Trinitario","Peru","Trinitario"
"481","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,"70%","Japan",3,"Criollo","Peru","Criollo"
"482","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,"70%","Japan",3,"Trinitario","Belize","Trinitario"
"483","La Maison du Chocolat (Valrhona)","Grenada",741,2011,"68%","France",3.5,"Trinitario","Grenada","Trinitario"
"484","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,"68%","France",3.25,"Forastero","Ghana","Forastero"
"485","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,"69%","France",3.5,"Criollo","Venezuela","Criollo"
"486","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,"74%","France",3.5,"Blend","Ven., Indonesia, Ecuad.","Blend"
"487","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,"75%","France",2.75,"Trinitario","Madagascar","Trinitario"
"488","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,"75%","France",2.75,"Trinitario","Vietnam","Trinitario"
"489","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,"75%","France",3.5,"Forastero","Sao Tome","Forastero"
"490","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,"75%","France",3.75,"Trinitario","Vietnam","Trinitario"
"491","Lajedo do Ouro","Catongo",927,2012,"70%","Brazil",3.5,"Forastero","Brazil","Forastero"
"492","L'Amourette","Rugoso",1784,2016,"80%","U.S.A.",3.5,"Trinitario","Nicaragua","Trinitario"
"493","L'Amourette","Carenero Superior",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela","Trinitario"
"494","L'Amourette","Rio Caribe",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela","Trinitario"
"495","L'Amourette","Blend",853,2012,"72%","U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela","Criollo"
"496","Letterpress","San Juan Estate, Gran Couva",1562,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad","Trinitario"
"497","Letterpress","Maranura",1371,2014,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"498","Levy","Sambirano",1231,2014,"71%","Finland",3.5,"Criollo","Madagascar","Criollo"
"499","Lilla","Madagascar",1856,2016,"70%","Finland",3,"Trinitario","Madagascar","Trinitario"
"500","Lillie Belle","Perfect Illusion",855,2012,"65%","U.S.A.",3.5,"Criollo","Peru","Criollo"
"501","Lillie Belle","Bolivia, Wild Thing",903,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia","Criollo"
"502","Lillie Belle","Wild Thing",947,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia","Criollo"
"503","Madecasse (Cinagra)","Madagascar",284,2008,"67%","Madagascar",3.5,"Trinitario","Madagascar","Trinitario"
"504","Madecasse (Cinagra)","Madagascar",284,2008,"70%","Madagascar",3.75,"Trinitario","Madagascar","Trinitario"
"505","Madecasse (Cinagra)","Madagascar",284,2008,"63%","Madagascar",4,"Trinitario","Madagascar","Trinitario"
"506","Madecasse (Cinagra)","Madagascar",288,2008,"75%","Madagascar",3.5,"Trinitario","Madagascar","Trinitario"
"507","Madre","Criollo, Hawaii",995,2012,"70%","U.S.A.",3.25,"Criollo","Hawaii","Criollo"
"508","Maglio","Ecuador",308,2008,"70%","Italy",3,"Forastero","Ecuador","Forastero"
"509","Maglio","Cuba",308,2008,"70%","Italy",3.25,"Criollo","Cuba","Criollo"
"510","Maglio","Santo Domingo",308,2008,"70%","Italy",3.75,"BlendForasteroCriollo","Dominican Republic","BlendForasteroCriollo"
"511","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,"75%","Madagascar",2.75,"Trinitario","Madagascar","Trinitario"
"512","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,"73%","Madagascar",3.5,"Trinitario","Madagascar","Trinitario"
"513","Malagos","Davao, Mt. Talamo foothills",1121,2013,"65%","Philippines",3.5,"Trinitario","Philippines","Trinitario"
"514","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"55%","U.S.A.",2.75,"Blend","Hawaii","Blend"
"515","Manufaktura Czekolady","Porcelana",1255,2014,"70%","Poland",3.75,"Criollo","Venezuela","Criollo"
"516","Manufaktura Czekolady","Grand Cru Ghana",871,2012,"70%","Poland",3.5,"Forastero","Ghana","Forastero"
"517","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,"75%","U.S.A.",3.25,"Trinitario","Vietnam","Trinitario"
"518","Map Chocolate","ROIG, 2014",1474,2015,"70%","U.S.A.",3.5,"Criollo","Dominican Republic","Criollo"
"519","Map Chocolate","Maranon, 2014",1474,2015,"62%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"520","Map Chocolate","Ecuador",1478,2015,"70%","U.S.A.",3.5,"Trinitario","Ecuador","Trinitario"
"521","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad","Trinitario"
"522","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,"68%","U.S.A.",3.5,"Criollo","Peru","Criollo"
"523","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,"85%","Vietnam",3.25,"Trinitario","Vietnam","Trinitario"
"524","Marou","Ben Tre",1650,2015,"68%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"525","Marou","Dak Lak, Batch 2451",1650,2015,"70%","Vietnam",3.75,"Trinitario","Vietnam","Trinitario"
"526","Marou","Tan Phu Dong, Treasure Island",1149,2013,"75%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"527","Marou","Ba Ria",845,2012,"76%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"528","Marou","Dong Nai",845,2012,"72%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"529","Marou","Tien Giang, Gao Co-op",845,2012,"70%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"530","Marou","Ben Tre",849,2012,"78%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"531","Marou","Tien Giang",895,2012,"80%","Vietnam",3,"Trinitario","Vietnam","Trinitario"
"532","Marou","Lam Dong",955,2012,"74%","Vietnam",3.5,"Trinitario","Vietnam","Trinitario"
"533","Mars","Ghana, prototype",544,2010,"65%","U.S.A.",3.5,"Forastero","Ghana","Forastero"
"534","Mast Brothers","French Laundry 20th Anniversary",1359,2014,"75%","U.S.A.",3.75,"Blend","Peru, Belize","Blend"
"535","Mast Brothers","Shake Shack",959,2012,"73%","U.S.A.",3.5,"Blend","Peru, Mad., Dom. Rep.","Blend"
"536","Mast Brothers","Madagascar",999,2012,"72%","U.S.A.",2.5,"Trinitario","","Trinitario"
"537","Mast Brothers","Chuao",999,2012,"73%","U.S.A.",2.75,"Trinitario","Venezuela","Trinitario"
"538","Mast Brothers","Chuao, Med. Roast",701,2011,"76%","U.S.A.",3,"Trinitario","Venezuela","Trinitario"
"539","Mast Brothers","Chuao, Dark Roast",709,2011,"70%","U.S.A.",3,"Trinitario","Venezuela","Trinitario"
"540","Mast Brothers","Chuao, Light Roast",713,2011,"81%","U.S.A.",2.75,"Trinitario","Venezuela","Trinitario"
"541","Mast Brothers","Moho River",773,2011,"70%","U.S.A.",3.5,"Trinitario","Belize","Trinitario"
"542","Mast Brothers","Patanemo",572,2010,"81%","U.S.A.",2.75,"Criollo","Venezuela","Criollo"
"543","Matale","Malekula P., 2013",1177,2013,"72%","Australia",3.5,"Trinitario","Vanuatu","Trinitario"
"544","Matale","Somia, 2013",1177,2013,"68%","Australia",4,"Trinitario","Madagascar","Trinitario"
"545","Matale","Kulili P., 2013",1177,2013,"74%","Australia",4,"Trinitario","Papua New Guinea","Trinitario"
"546","Matale","Blend",1181,2013,"70%","Australia",3.75,"Trinitario","PNG, Vanuatu, Mad","Trinitario"
"547","Maverick","Maya Mountain",1367,2014,"70%","U.S.A.",3.25,"Trinitario","Belize","Trinitario"
"548","Maverick","Tumbes",1430,2014,"82%","U.S.A.",3.25,"Criollo","Peru","Criollo"
"549","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,"63%","U.S.A.",3.5,"Criollo","Peru","Criollo"
"550","Meadowlands","Belize",1287,2014,"70%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"551","Menakao (aka Cinagra)","Madagascar",837,2012,"80%","Madagascar",2.5,"Trinitario","Madagascar","Trinitario"
"552","Menakao (aka Cinagra)","Madagascar",841,2012,"72%","Madagascar",2.5,"Trinitario","Madagascar","Trinitario"
"553","Metiisto","Akesson Estate",1267,2014,"72%","Sweden",3.5,"Trinitario","Madagascar","Trinitario"
"554","Metropolitan","South America",1688,2015,"70%","Amsterdam",3.5,"Trinitario","South America","Trinitario"
"555","Michel Cluizel","Carenero Superior, Concepcion",117,2007,"66%","France",3.5,"Trinitario","Venezuela","Trinitario"
"556","Michel Cluizel","Vila Gracinda",135,2007,"67%","France",3.5,"Forastero","Sao Tome","Forastero"
"557","Michel Cluizel","Tamarina",24,2006,"70%","France",3,"Forastero","Sao Tome","Forastero"
"558","Michel Cluizel","Mangaro P.",24,2006,"65%","France",4,"Trinitario","Madagascar","Trinitario"
"559","Middlebury","Maya Mountain",1490,2015,"80%","U.S.A.",3.5,"Trinitario","Belize","Trinitario"
"560","Middlebury","San Juan Estate",1490,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad","Trinitario"
"561","Middlebury","Belize",1117,2013,"80%","U.S.A.",3.25,"Trinitario","Belize","Trinitario"
"562","Middlebury","Alto Beni",887,2012,"75%","U.S.A.",2,"Criollo","Bolivia","Criollo"
"563","Middlebury","Balinese, Java",887,2012,"70%","U.S.A.",2.5,"Criollo","Indonesia","Criollo"
"564","Millcreek Cacao Roasters","Ecuador",1073,2013,"70%","U.S.A.",2.5,"Forastero","Ecuador","Forastero"
"565","Minimal","Acul-du-Nord, 2015",1920,2016,"70%","Japan",3.5,"Criollo","Haiti","Criollo"
"566","Mission","Bahia, Fazenda Venturosa",1626,2015,"70%","Brazil",3.5,"Forastero","Brazil","Forastero"
"567","Moho","Toledo District, w/ nibs",1026,2013,"73%","U.S.A.",3.25,"Trinitario","Belize","Trinitario"
"568","Moho","Toledo District",1030,2013,"72%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"569","Moho","Umoho R., Toledo District, San Felipe",607,2010,"67%","U.S.A.",2.75,"Trinitario","Belize","Trinitario"
"570","Mutari","Tien Giang, batch 1 SRB",1900,2016,"80%","U.S.A.",3,"Trinitario","Vietnam","Trinitario"
"571","Naive","Maranon Canyon, Fortunato No. 4",1133,2013,"78%","Lithuania",3.75,"Forastero","Peru","Forastero"
"572","Naive","Grenada",867,2012,"71%","Lithuania",2.5,"Trinitario","Grenada","Trinitario"
"573","Na�ve","Nicaragua",1379,2014,"70%","Lithuania",3.25,"Criollo","Nicaragua","Criollo"
"574","Na�ve","Chuao",1399,2014,"75%","Lithuania",2.75,"Trinitario","Venezuela","Trinitario"
"575","Nathan Miller","Madagascar",1403,2014,"73.5%","U.S.A.",2.5,"Trinitario","Madagascar","Trinitario"
"576","Nathan Miller","Ghana",1403,2014,"70%","U.S.A.",3.5,"Forastero","Ghana","Forastero"
"577","Neuhaus (Callebaut)","Papua New Guinea",531,2010,"70%","Belgium",2.5,"Criollo","Papua New Guinea","Criollo"
"578","Neuhaus (Callebaut)","Manickchand Estate",230,2008,"67%","Belgium",3.75,"Trinitario","Trinidad","Trinitario"
"579","Neuhaus (Callebaut)","West Africa",15,2006,"73%","Belgium",2,"Forastero","West Africa","Forastero"
"580","Neuhaus (Callebaut)","Sao Tome",15,2006,"75%","Belgium",2.75,"Forastero","Sao Tome","Forastero"
"581","Neuhaus (Callebaut)","Ocumare",24,2006,"71%","Belgium",3,"Criollo","Venezuela","Criollo"
"582","Nibble","Patanemo",1526,2015,"72%","U.S.A.",2.25,"Criollo","Venezuela","Criollo"
"583","Nibble","Elvesia P.",1526,2015,"72%","U.S.A.",2.75,"Trinitario","Dominican Republic","Trinitario"
"584","Nibble","Ambanja, Sambirano Valley",1526,2015,"72%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"585","Nibble","Tumbes",1526,2015,"72%","U.S.A.",3,"Criollo","Peru","Criollo"
"586","Noble Bean aka Jerjobo","Ghana",1295,2014,"75%","U.S.A.",3,"Forastero","Ghana","Forastero"
"587","Noble Bean aka Jerjobo","Moho Valley",1299,2014,"75%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"588","Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,"75%","U.S.A.",3.25,"Forastero","Peru","Forastero"
"589","Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,"80%","Nicaragua",3.25,"Forastero","Ecuador","Forastero"
"590","Nuance","Ghana, 2013",1454,2015,"70%","U.S.A.",3.75,"Forastero","Ghana","Forastero"
"591","Nuance","Ecuador, 2013",1458,2015,"70%","U.S.A.",2.75,"Trinitario","Ecuador","Trinitario"
"592","Nuance","Canoabo, 2013",1458,2015,"70%","U.S.A.",3,"Criollo","Venezuela","Criollo"
"593","Nuance","Sambirano Valley, 2012",1458,2015,"70%","U.S.A.",3.5,"Trinitario","Madagascar","Trinitario"
"594","Nugali","Fazenda Leolinda",1876,2016,"70%","Brazil",3.5,"Trinitario","Brazil","Trinitario"
"595","Oakland Chocolate Co.","Jamaica",478,2010,"70%","U.S.A.",2.5,"Trinitario","Jamaica","Trinitario"
"596","Obolo","Pangoa",1638,2015,"70%","Chile",3.75,"Criollo","Peru","Criollo"
"597","Obolo","Pangoa, w/ nibs",1638,2015,"70%","Chile",3.75,"Criollo","Peru","Criollo"
"598","Ocelot","Virunga",1558,2015,"70%","Scotland",3.75,"Forastero","Congo","Forastero"
"599","Ocelot","Piura",1558,2015,"75%","Scotland",4,"Criollo","Peru","Criollo"
"600","Ohiyo","San Juan Estate, Gran Couva",1594,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad","Trinitario"
"601","Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,"70%","Germany",3.5,"Criollo","Bolivia","Criollo"
"602","Olive and Sinclair","Ghana prototype",486,2010,"72%","U.S.A.",3,"Forastero","Ghana","Forastero"
"603","Omanhene","Ghana",693,2011,"80%","Ghana",2.75,"Forastero","Ghana","Forastero"
"604","Omnom","Kakao Kamili, Kilombero Valley",1816,2016,"70%","Iceland",3.75,"Trinitario","Tanzania","Trinitario"
"605","Omnom","Madagascar",1247,2014,"66%","Iceland",3.5,"Trinitario","Madagascar","Trinitario"
"606","organicfair","Maya Mountain",1161,2013,"74%","Canada",2.75,"Trinitario","Belize","Trinitario"
"607","organicfair","Nicaraqua",1165,2013,"72%","Canada",2.75,"Trinitario","Nicaragua","Trinitario"
"608","organicfair","Mindo",1165,2013,"72%","Canada",3,"Trinitario","Ecuador","Trinitario"
"609","Original Beans (Felchlin)","Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,"80%","Switzerland",3.25,"Blend"," ","Blend"
"610","Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,"70%","Switzerland",3,"Forastero","Congo","Forastero"
"611","Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,"75%","Switzerland",3,"Criollo","Peru","Criollo"
"612","Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,"60%","U.S.A.",3,"Criollo","Hawaii","Criollo"
"613","Pacari","Esmeraldas",224,2008,"60%","Ecuador",2.5,"Forastero","Ecuador","Forastero"
"614","Pacari","Manabi",224,2008,"65%","Ecuador",2.75,"Forastero","Ecuador","Forastero"
"615","Pacari","Los Rios",224,2008,"72%","Ecuador",3,"Forastero","Ecuador","Forastero"
"616","Pacari","Raw",266,2008,"100%","Ecuador",2,"Forastero","Ecuador","Forastero"
"617","Pacari","Raw",266,2008,"70%","Ecuador",3.5,"Forastero","Ecuador","Forastero"
"618","Palette de Bine","Maya Mtn",1720,2016,"72%","Canada",3,"Trinitario","Belize","Trinitario"
"619","Palette de Bine","San Juan Estate, Gran Couva",1570,2015,"70%","Canada",3.25,"Trinitario","Trinidad","Trinitario"
"620","Palette de Bine","Lam Dong",1574,2015,"72%","Canada",3.75,"Trinitario","Vietnam","Trinitario"
"621","Palette de Bine","Sambirano",1239,2014,"78%","Canada",3.75,"Trinitario","Madagascar","Trinitario"
"622","Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,"75%","Canada",3.5,"Blend","Trinidad, Ecuador","Blend"
"623","Palette de Bine","Gran Couva",1399,2014,"70%","Canada",3.75,"Trinitario","Trinidad","Trinitario"
"624","Patric","Signature Blend",636,2011,"70%","U.S.A.",3.75,"Blend"," ","Blend"
"625","Patric","Madagascar",331,2009,"75%","U.S.A.",4,"Trinitario","Madagascar","Trinitario"
"626","Patric","Madagascar",439,2009,"67%","U.S.A.",3.5,"Trinitario","Madagascar","Trinitario"
"627","Patric","Rio Caribe, Paria Penninsula",439,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela","Trinitario"
"628","Patric","Madagascar",196,2007,"70%","U.S.A.",4,"Trinitario","Madagascar","Trinitario"
"629","Paul Young","Madagascar, w/ shell",1271,2014,"73%","U.K.",2.25,"Trinitario","Madagascar","Trinitario"
"630","Paul Young","Madagascar, w/ shell",1271,2014,"64%","U.K.",2.75,"Trinitario","Madagascar","Trinitario"
"631","Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,"70%","Belgium",3.25,"Forastero","Cameroon","Forastero"
"632","Pierre Marcolini","Chuao",478,2010,"75%","Belgium",3,"Criollo","Venezuela","Criollo"
"633","Pierre Marcolini","Trinite",478,2010,"75%","Belgium",3.25,"Trinitario","Trinidad","Trinitario"
"634","Pierre Marcolini","Baracoa, Cuba",516,2010,"78%","Belgium",3.75,"Criollo","Cuba","Criollo"
"635","Pierre Marcolini","Peru, Las Pampas P.",531,2010,"85%","Belgium",3,"Criollo","Peru","Criollo"
"636","Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,"72%","Belgium",3,"Forastero","Brazil","Forastero"
"637","Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,"72%","Belgium",3,"Criollo","Mexico","Criollo"
"638","Pierre Marcolini","Cabosse",111,2007,"70%","Belgium",4,"Blend","Venezuela, Java","Blend"
"639","Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,"72%","Belgium",3.75,"Forastero","Ecuador","Forastero"
"640","Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,"72%","Belgium",4,"Trinitario","Madagascar","Trinitario"
"641","Pierre Marcolini","Fleur de Cacao",166,2007,"85%","Belgium",3.5,"Blend","Venezuela/ Ghana","Blend"
"642","Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,"72%","Belgium",4,"Criollo","Mexico","Criollo"
"643","Pierre Marcolini","Kendem Lembu, Java",93,2006,"72%","Belgium",3,"Criollo","Indonesia","Criollo"
"644","Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,"72%","Belgium",4,"Criollo","Venezuela","Criollo"
"645","Pitch Dark","Chuno",1510,2015,"80%","U.S.A.",2.75,"Criollo","Nicaragua","Criollo"
"646","Pitch Dark","Nicalizo",1510,2015,"80%","U.S.A.",2.75,"Trinitario","Nicaragua","Trinitario"
"647","Pitch Dark","Akesson Estate",1311,2014,"73%","U.S.A.",3.25,"Trinitario","Madagascar","Trinitario"
"648","Pitch Dark","Namau Village",1315,2014,"73%","U.S.A.",2.5,"Trinitario","Fiji","Trinitario"
"649","Pomm (aka Dead Dog)","Peru",829,2012,"82%","U.S.A.",2.75,"Criollo","Peru","Criollo"
"650","Potomac","Upala w/ nibs",647,2011,"70%","U.S.A.",3.5,"Matina","Costa Rica","Matina"
"651","Potomac","Upala, Batch 18",654,2011,"70%","U.S.A.",3,"Matina","Costa Rica","Matina"
"652","Potomac","Upala, Batch 12",607,2010,"82%","U.S.A.",3.75,"Matina","Costa Rica","Matina"
"653","Pralus","Porcelana, S. of Lake Maracaibo",717,2011,"75%","France",3.25,"Criollo","Venezuela","Criollo"
"654","Pralus","Chuao",486,2010,"75%","France",3.5,"Trinitario","Venezuela","Trinitario"
"655","Pralus","Papouasie",199,2008,"75%","France",3,"Trinitario","Papua New Guinea","Trinitario"
"656","Pralus","Sambirano Valley, Le 100%",202,2008,"100%","France",3,"Criollo","Madagascar","Criollo"
"657","Pralus","Claudio Corallo w/ nibs",162,2007,"75%","France",4,"Forastero","Sao Tome","Forastero"
"658","Pralus","Monte Alegre (Itacare), Brazil",105,2006,"75%","France",3,"Forastero","Brazil","Forastero"
"659","Pralus","Tanzania",105,2006,"75%","France",3.5,"Criollo","Tanzania","Criollo"
"660","Pralus","Sao Tome & Principe",5,2006,"75%","France",3.5,"Forastero","Sao Tome & Principe","Forastero"
"661","Pralus","Trinidad",5,2006,"75%","France",3.5,"Trinitario","Trinidad","Trinitario"
"662","Pralus","Madagascar, Nosy Be Isle.",5,2006,"75%","France",3.75,"Criollo","Madagascar","Criollo"
"663","Pralus","Java, Indonesie",32,2006,"75%","France",3.5,"Criollo","Indonesia","Criollo"
"664","Pralus","Barlovento, Venezuela",32,2006,"75%","France",3.5,"Trinitario","Venezuela","Trinitario"
"665","Pralus","Jamaique",32,2006,"75%","France",4,"Trinitario","Jamaica","Trinitario"
"666","Pralus","Equateur",40,2006,"75%","France",3,"Trinitario","Ecuador","Trinitario"
"667","Pralus","Vanuatu",40,2006,"75%","France",3,"Trinitario","Vanuatu","Trinitario"
"668","Pralus","Ghana",40,2006,"75%","France",3.25,"Forastero","Ghana","Forastero"
"669","Pralus","Colombie",40,2006,"75%","France",3.5,"Trinitario","Colombia","Trinitario"
"670","Pralus","Fortissima",93,2006,"80%","France",4,"Criollo","Ecuador","Criollo"
"671","Pralus","Cuba",99,2006,"75%","France",3,"Trinitario","Cuba","Trinitario"
"672","Pralus","Caracas, Venezuela and Ghana",99,2006,"75%","France",3,"Trinitario","Venezuela, Ghana","Trinitario"
"673","Pralus","Djakarta, Java and Ghana",99,2006,"75%","France",3.5,"Criollo","Indonesia, Ghana","Criollo"
"674","Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,"70%","U.K.",3.5,"Trinitario","Grenada","Trinitario"
"675","Pump Street Bakery","Akesson's, batch 4411",1530,2015,"74%","U.K.",3.5,"Criollo","Madagascar","Criollo"
"676","Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,"75%","U.K.",2.75,"Trinitario","Venezuela","Trinitario"
"677","Pump Street Bakery","Guantupi River",1223,2014,"75%","U.K.",3,"Forastero","Ecuador","Forastero"
"678","Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,"72%","U.K.",3.25,"Trinitario","Madagascar","Trinitario"
"679","Pump Street Bakery","Guantupi River",1227,2014,"85%","U.K.",2.75,"Forastero","Ecuador","Forastero"
"680","Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,"70%","Mexico",2.75,"Criollo","Mexico","Criollo"
"681","Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,"74%","Mexico",3,"Trinitario","Mexico","Trinitario"
"682","Raaka","Virunga",1708,2015,"75%","U.S.A.",2.75,"Forastero","Congo","Forastero"
"683","Raaka","Madagascar",959,2012,"75%","U.S.A.",3.25,"Trinitario","Madagascar","Trinitario"
"684","Rancho San Jacinto","Ecuador",565,2010,"75%","Eucador",3,"ForasteroArriba","Ecuador","ForasteroArriba"
"685","Ranger","Tumbes, Batch 2",1562,2015,"73%","U.S.A.",3.5,"Criollo","Peru","Criollo"
"686","Raoul Boulanger","Piura",1872,2016,"75%","France",3.25,"Criollo","Peru","Criollo"
"687","Raw Cocoa","Raw",867,2012,"70%","Poland",2.5,"Criollo"," ","Criollo"
"688","Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,"75%","Ecuador",2.5,"Forastero","Ecuador","Forastero"
"689","Republica del Cacao (aka Confecta)","Manabi",147,2007,"75%","Ecuador",3,"Forastero","Ecuador","Forastero"
"690","Republica del Cacao (aka Confecta)","El Oro",147,2007,"67%","Ecuador",3.5,"Forastero","Ecuador","Forastero"
"691","Republica del Cacao (aka Confecta)","Los Rios",170,2007,"75%","Ecuador",3.75,"Forastero","Ecuador","Forastero"
"692","Ritual","Mid Mountain, 2014",1466,2015,"70%","U.S.A.",3.5,"Blend"," ","Blend"
"693","Ritual","Toledo District, Maya",1089,2013,"75%","U.S.A.",3.75,"Trinitario","Belize","Trinitario"
"694","Ritual","Maranon, Cajamarca",1181,2013,"75%","U.S.A.",3,"Forastero","Peru","Forastero"
"695","Ritual","Sambirano",891,2012,"75%","U.S.A.",4,"Trinitario","Madagascar","Trinitario"
"696","Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,"75%","U.S.A.",3.25,"Nacional","Ecuador","Nacional"
"697","Ritual","Gran Couva",979,2012,"75%","U.S.A.",3.5,"Trinitario","Trinidad","Trinitario"
"698","Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,"75%","Madagascar",3.25,"Trinitario","Madagascar","Trinitario"
"699","Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,"68%","Madagascar",3.25,"Trinitario","Madagascar","Trinitario"
"700","Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,"66%","U.K.",3.5,"Trinitario","Grenada","Trinitario"
"701","Rogue","Porcelana",1209,2014,"80%","U.S.A.",3.75,"Criollo","Venezuela","Criollo"
"702","Rogue","Akessons Estate, Sambirano, 2013",1038,2013,"70%","U.S.A.",3.5,"Trinitario","Madagascar","Trinitario"
"703","Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,"75%","U.S.A.",3.75,"Trinitario","Jamaica","Trinitario"
"704","Rogue","Camino Verde P., Balao, Guayas",979,2012,"75%","U.S.A.",3.75,"Nacional","Ecuador","Nacional"
"705","Rogue","Silvestre, Batch 1, 2011",793,2011,"75%","U.S.A.",3,"Criollo","Bolivia","Criollo"
"706","Rogue","Rio Caribe",327,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela","Trinitario"
"707","Rogue","Jamaica",213,2008,"70%","U.S.A.",2.75,"Trinitario","Jamaica","Trinitario"
"708","Rogue","Sambirano, 2008",213,2008,"70%","U.S.A.",2.75,"Trinitario","Madagascar","Trinitario"
"709","Rogue","Trinidad",213,2008,"70%","U.S.A.",3,"Trinitario","Trinidad","Trinitario"
"710","Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,"76%","Hungary",2.25,"Trinitario","Venezuela","Trinitario"
"711","Rozsavolgyi","Sambirano, Akesson Estate",871,2012,"72%","Hungary",2.5,"Trinitario","Madagascar","Trinitario"
"712","Rozsavolgyi","Carenero Superior",713,2011,"73%","Hungary",3.5,"Criollo","Venezuela","Criollo"
"713","Rozsavolgyi","Principe",765,2011,"77%","Hungary",2.75,"Forastero","Principe","Forastero"
"714","S.A.I.D.","Malgascio",607,2010,"64%","Italy",3.5,"Trinitario","Madagascar","Trinitario"
"715","Salgado","Bahia Superior",288,2008,"70%","Argentina",3.5,"Forastero","Brazil","Forastero"
"716","Salgado","Esmeraldas",288,2008,"70%","Argentina",3.5,"Forastero","Ecuador","Forastero"
"717","Salgado","Carenero Superior",288,2008,"70%","Argentina",3.5,"Trinitario","Venezuela","Trinitario"
"718","Salgado","Rio Arriba",292,2008,"70%","Argentina",3.5,"Forastero","Ecuador","Forastero"
